t,new_infections,symp_prob,trace_prob,trace_time,rep
0,0,0.1,0.1,1,0
1,0,0.1,0.1,1,0
2,0,0.1,0.1,1,0
3,3,0.1,0.1,1,0
4,1,0.1,0.1,1,0
5,5,0.1,0.1,1,0
6,2,0.1,0.1,1,0
7,5,0.1,0.1,1,0
8,5,0.1,0.1,1,0
9,3,0.1,0.1,1,0
10,6,0.1,0.1,1,0
11,15,0.1,0.1,1,0
12,5,0.1,0.1,1,0
13,5,0.1,0.1,1,0
14,2,0.1,0.1,1,0
15,12,0.1,0.1,1,0
16,18,0.1,0.1,1,0
17,9,0.1,0.1,1,0
18,5,0.1,0.1,1,0
19,12,0.1,0.1,1,0
20,14,0.1,0.1,1,0
21,19,0.1,0.1,1,0
22,22,0.1,0.1,1,0
23,16,0.1,0.1,1,0
24,15,0.1,0.1,1,0
25,22,0.1,0.1,1,0
26,25,0.1,0.1,1,0
27,19,0.1,0.1,1,0
28,27,0.1,0.1,1,0
29,37,0.1,0.1,1,0
30,25,0.1,0.1,1,0
31,26,0.1,0.1,1,0
32,43,0.1,0.1,1,0
33,52,0.1,0.1,1,0
34,49,0.1,0.1,1,0
35,46,0.1,0.1,1,0
36,47,0.1,0.1,1,0
37,44,0.1,0.1,1,0
38,84,0.1,0.1,1,0
39,82,0.1,0.1,1,0
40,72,0.1,0.1,1,0
41,97,0.1,0.1,1,0
42,99,0.1,0.1,1,0
43,98,0.1,0.1,1,0
44,106,0.1,0.1,1,0
45,110,0.1,0.1,1,0
46,135,0.1,0.1,1,0
47,156,0.1,0.1,1,0
48,131,0.1,0.1,1,0
49,146,0.1,0.1,1,0
50,137,0.1,0.1,1,0
51,155,0.1,0.1,1,0
52,173,0.1,0.1,1,0
53,174,0.1,0.1,1,0
54,179,0.1,0.1,1,0
55,182,0.1,0.1,1,0
56,156,0.1,0.1,1,0
57,168,0.1,0.1,1,0
58,175,0.1,0.1,1,0
59,174,0.1,0.1,1,0
60,187,0.1,0.1,1,0
61,169,0.1,0.1,1,0
62,176,0.1,0.1,1,0
63,155,0.1,0.1,1,0
64,141,0.1,0.1,1,0
65,158,0.1,0.1,1,0
66,189,0.1,0.1,1,0
67,149,0.1,0.1,1,0
68,161,0.1,0.1,1,0
69,155,0.1,0.1,1,0
70,118,0.1,0.1,1,0
0,0,0.1,0.1,1,1
1,0,0.1,0.1,1,1
2,0,0.1,0.1,1,1
3,3,0.1,0.1,1,1
4,1,0.1,0.1,1,1
5,5,0.1,0.1,1,1
6,2,0.1,0.1,1,1
7,5,0.1,0.1,1,1
8,5,0.1,0.1,1,1
9,3,0.1,0.1,1,1
10,6,0.1,0.1,1,1
11,15,0.1,0.1,1,1
12,5,0.1,0.1,1,1
13,5,0.1,0.1,1,1
14,2,0.1,0.1,1,1
15,12,0.1,0.1,1,1
16,18,0.1,0.1,1,1
17,9,0.1,0.1,1,1
18,5,0.1,0.1,1,1
19,12,0.1,0.1,1,1
20,14,0.1,0.1,1,1
21,19,0.1,0.1,1,1
22,22,0.1,0.1,1,1
23,16,0.1,0.1,1,1
24,15,0.1,0.1,1,1
25,22,0.1,0.1,1,1
26,25,0.1,0.1,1,1
27,19,0.1,0.1,1,1
28,27,0.1,0.1,1,1
29,37,0.1,0.1,1,1
30,25,0.1,0.1,1,1
31,26,0.1,0.1,1,1
32,43,0.1,0.1,1,1
33,52,0.1,0.1,1,1
34,49,0.1,0.1,1,1
35,46,0.1,0.1,1,1
36,47,0.1,0.1,1,1
37,44,0.1,0.1,1,1
38,84,0.1,0.1,1,1
39,82,0.1,0.1,1,1
40,72,0.1,0.1,1,1
41,97,0.1,0.1,1,1
42,99,0.1,0.1,1,1
43,98,0.1,0.1,1,1
44,106,0.1,0.1,1,1
45,110,0.1,0.1,1,1
46,135,0.1,0.1,1,1
47,156,0.1,0.1,1,1
48,131,0.1,0.1,1,1
49,146,0.1,0.1,1,1
50,137,0.1,0.1,1,1
51,155,0.1,0.1,1,1
52,173,0.1,0.1,1,1
53,174,0.1,0.1,1,1
54,179,0.1,0.1,1,1
55,182,0.1,0.1,1,1
56,156,0.1,0.1,1,1
57,168,0.1,0.1,1,1
58,175,0.1,0.1,1,1
59,174,0.1,0.1,1,1
60,187,0.1,0.1,1,1
61,169,0.1,0.1,1,1
62,176,0.1,0.1,1,1
63,155,0.1,0.1,1,1
64,141,0.1,0.1,1,1
65,158,0.1,0.1,1,1
66,189,0.1,0.1,1,1
67,149,0.1,0.1,1,1
68,161,0.1,0.1,1,1
69,155,0.1,0.1,1,1
70,118,0.1,0.1,1,1
0,0,0.1,0.1,1,2
1,0,0.1,0.1,1,2
2,0,0.1,0.1,1,2
3,3,0.1,0.1,1,2
4,1,0.1,0.1,1,2
5,5,0.1,0.1,1,2
6,2,0.1,0.1,1,2
7,5,0.1,0.1,1,2
8,5,0.1,0.1,1,2
9,3,0.1,0.1,1,2
10,6,0.1,0.1,1,2
11,15,0.1,0.1,1,2
12,5,0.1,0.1,1,2
13,5,0.1,0.1,1,2
14,2,0.1,0.1,1,2
15,12,0.1,0.1,1,2
16,18,0.1,0.1,1,2
17,9,0.1,0.1,1,2
18,5,0.1,0.1,1,2
19,12,0.1,0.1,1,2
20,14,0.1,0.1,1,2
21,19,0.1,0.1,1,2
22,22,0.1,0.1,1,2
23,16,0.1,0.1,1,2
24,15,0.1,0.1,1,2
25,22,0.1,0.1,1,2
26,25,0.1,0.1,1,2
27,19,0.1,0.1,1,2
28,27,0.1,0.1,1,2
29,37,0.1,0.1,1,2
30,25,0.1,0.1,1,2
31,26,0.1,0.1,1,2
32,43,0.1,0.1,1,2
33,52,0.1,0.1,1,2
34,49,0.1,0.1,1,2
35,46,0.1,0.1,1,2
36,47,0.1,0.1,1,2
37,44,0.1,0.1,1,2
38,84,0.1,0.1,1,2
39,82,0.1,0.1,1,2
40,72,0.1,0.1,1,2
41,97,0.1,0.1,1,2
42,99,0.1,0.1,1,2
43,98,0.1,0.1,1,2
44,106,0.1,0.1,1,2
45,110,0.1,0.1,1,2
46,135,0.1,0.1,1,2
47,156,0.1,0.1,1,2
48,131,0.1,0.1,1,2
49,146,0.1,0.1,1,2
50,137,0.1,0.1,1,2
51,155,0.1,0.1,1,2
52,173,0.1,0.1,1,2
53,174,0.1,0.1,1,2
54,179,0.1,0.1,1,2
55,182,0.1,0.1,1,2
56,156,0.1,0.1,1,2
57,168,0.1,0.1,1,2
58,175,0.1,0.1,1,2
59,174,0.1,0.1,1,2
60,187,0.1,0.1,1,2
61,169,0.1,0.1,1,2
62,176,0.1,0.1,1,2
63,155,0.1,0.1,1,2
64,141,0.1,0.1,1,2
65,158,0.1,0.1,1,2
66,189,0.1,0.1,1,2
67,149,0.1,0.1,1,2
68,161,0.1,0.1,1,2
69,155,0.1,0.1,1,2
70,118,0.1,0.1,1,2
0,0,0.1,0.1,1,3
1,0,0.1,0.1,1,3
2,0,0.1,0.1,1,3
3,3,0.1,0.1,1,3
4,1,0.1,0.1,1,3
5,5,0.1,0.1,1,3
6,2,0.1,0.1,1,3
7,5,0.1,0.1,1,3
8,5,0.1,0.1,1,3
9,3,0.1,0.1,1,3
10,6,0.1,0.1,1,3
11,15,0.1,0.1,1,3
12,5,0.1,0.1,1,3
13,5,0.1,0.1,1,3
14,2,0.1,0.1,1,3
15,12,0.1,0.1,1,3
16,18,0.1,0.1,1,3
17,9,0.1,0.1,1,3
18,5,0.1,0.1,1,3
19,12,0.1,0.1,1,3
20,14,0.1,0.1,1,3
21,19,0.1,0.1,1,3
22,22,0.1,0.1,1,3
23,16,0.1,0.1,1,3
24,15,0.1,0.1,1,3
25,22,0.1,0.1,1,3
26,25,0.1,0.1,1,3
27,19,0.1,0.1,1,3
28,27,0.1,0.1,1,3
29,37,0.1,0.1,1,3
30,25,0.1,0.1,1,3
31,26,0.1,0.1,1,3
32,43,0.1,0.1,1,3
33,52,0.1,0.1,1,3
34,49,0.1,0.1,1,3
35,46,0.1,0.1,1,3
36,47,0.1,0.1,1,3
37,44,0.1,0.1,1,3
38,84,0.1,0.1,1,3
39,82,0.1,0.1,1,3
40,72,0.1,0.1,1,3
41,97,0.1,0.1,1,3
42,99,0.1,0.1,1,3
43,98,0.1,0.1,1,3
44,106,0.1,0.1,1,3
45,110,0.1,0.1,1,3
46,135,0.1,0.1,1,3
47,156,0.1,0.1,1,3
48,131,0.1,0.1,1,3
49,146,0.1,0.1,1,3
50,137,0.1,0.1,1,3
51,155,0.1,0.1,1,3
52,173,0.1,0.1,1,3
53,174,0.1,0.1,1,3
54,179,0.1,0.1,1,3
55,182,0.1,0.1,1,3
56,156,0.1,0.1,1,3
57,168,0.1,0.1,1,3
58,175,0.1,0.1,1,3
59,174,0.1,0.1,1,3
60,187,0.1,0.1,1,3
61,169,0.1,0.1,1,3
62,176,0.1,0.1,1,3
63,155,0.1,0.1,1,3
64,141,0.1,0.1,1,3
65,158,0.1,0.1,1,3
66,189,0.1,0.1,1,3
67,149,0.1,0.1,1,3
68,161,0.1,0.1,1,3
69,155,0.1,0.1,1,3
70,118,0.1,0.1,1,3
0,0,0.1,0.1,1,4
1,0,0.1,0.1,1,4
2,0,0.1,0.1,1,4
3,3,0.1,0.1,1,4
4,1,0.1,0.1,1,4
5,5,0.1,0.1,1,4
6,2,0.1,0.1,1,4
7,5,0.1,0.1,1,4
8,5,0.1,0.1,1,4
9,3,0.1,0.1,1,4
10,6,0.1,0.1,1,4
11,15,0.1,0.1,1,4
12,5,0.1,0.1,1,4
13,5,0.1,0.1,1,4
14,2,0.1,0.1,1,4
15,12,0.1,0.1,1,4
16,18,0.1,0.1,1,4
17,9,0.1,0.1,1,4
18,5,0.1,0.1,1,4
19,12,0.1,0.1,1,4
20,14,0.1,0.1,1,4
21,19,0.1,0.1,1,4
22,22,0.1,0.1,1,4
23,16,0.1,0.1,1,4
24,15,0.1,0.1,1,4
25,22,0.1,0.1,1,4
26,25,0.1,0.1,1,4
27,19,0.1,0.1,1,4
28,27,0.1,0.1,1,4
29,37,0.1,0.1,1,4
30,25,0.1,0.1,1,4
31,26,0.1,0.1,1,4
32,43,0.1,0.1,1,4
33,52,0.1,0.1,1,4
34,49,0.1,0.1,1,4
35,46,0.1,0.1,1,4
36,47,0.1,0.1,1,4
37,44,0.1,0.1,1,4
38,84,0.1,0.1,1,4
39,82,0.1,0.1,1,4
40,72,0.1,0.1,1,4
41,97,0.1,0.1,1,4
42,99,0.1,0.1,1,4
43,98,0.1,0.1,1,4
44,106,0.1,0.1,1,4
45,110,0.1,0.1,1,4
46,135,0.1,0.1,1,4
47,156,0.1,0.1,1,4
48,131,0.1,0.1,1,4
49,146,0.1,0.1,1,4
50,137,0.1,0.1,1,4
51,155,0.1,0.1,1,4
52,173,0.1,0.1,1,4
53,174,0.1,0.1,1,4
54,179,0.1,0.1,1,4
55,182,0.1,0.1,1,4
56,156,0.1,0.1,1,4
57,168,0.1,0.1,1,4
58,175,0.1,0.1,1,4
59,174,0.1,0.1,1,4
60,187,0.1,0.1,1,4
61,169,0.1,0.1,1,4
62,176,0.1,0.1,1,4
63,155,0.1,0.1,1,4
64,141,0.1,0.1,1,4
65,158,0.1,0.1,1,4
66,189,0.1,0.1,1,4
67,149,0.1,0.1,1,4
68,161,0.1,0.1,1,4
69,155,0.1,0.1,1,4
70,118,0.1,0.1,1,4
0,0,0.1,0.1,3,0
1,0,0.1,0.1,3,0
2,0,0.1,0.1,3,0
3,3,0.1,0.1,3,0
4,1,0.1,0.1,3,0
5,5,0.1,0.1,3,0
6,2,0.1,0.1,3,0
7,5,0.1,0.1,3,0
8,5,0.1,0.1,3,0
9,3,0.1,0.1,3,0
10,6,0.1,0.1,3,0
11,16,0.1,0.1,3,0
12,11,0.1,0.1,3,0
13,4,0.1,0.1,3,0
14,7,0.1,0.1,3,0
15,16,0.1,0.1,3,0
16,11,0.1,0.1,3,0
17,8,0.1,0.1,3,0
18,9,0.1,0.1,3,0
19,10,0.1,0.1,3,0
20,11,0.1,0.1,3,0
21,23,0.1,0.1,3,0
22,16,0.1,0.1,3,0
23,9,0.1,0.1,3,0
24,21,0.1,0.1,3,0
25,17,0.1,0.1,3,0
26,25,0.1,0.1,3,0
27,28,0.1,0.1,3,0
28,31,0.1,0.1,3,0
29,33,0.1,0.1,3,0
30,29,0.1,0.1,3,0
31,34,0.1,0.1,3,0
32,39,0.1,0.1,3,0
33,56,0.1,0.1,3,0
34,47,0.1,0.1,3,0
35,51,0.1,0.1,3,0
36,49,0.1,0.1,3,0
37,68,0.1,0.1,3,0
38,71,0.1,0.1,3,0
39,67,0.1,0.1,3,0
40,77,0.1,0.1,3,0
41,98,0.1,0.1,3,0
42,108,0.1,0.1,3,0
43,126,0.1,0.1,3,0
44,98,0.1,0.1,3,0
45,116,0.1,0.1,3,0
46,138,0.1,0.1,3,0
47,108,0.1,0.1,3,0
48,146,0.1,0.1,3,0
49,160,0.1,0.1,3,0
50,139,0.1,0.1,3,0
51,165,0.1,0.1,3,0
52,177,0.1,0.1,3,0
53,156,0.1,0.1,3,0
54,150,0.1,0.1,3,0
55,164,0.1,0.1,3,0
56,160,0.1,0.1,3,0
57,154,0.1,0.1,3,0
58,201,0.1,0.1,3,0
59,189,0.1,0.1,3,0
60,172,0.1,0.1,3,0
61,157,0.1,0.1,3,0
62,189,0.1,0.1,3,0
63,173,0.1,0.1,3,0
64,162,0.1,0.1,3,0
65,180,0.1,0.1,3,0
66,168,0.1,0.1,3,0
67,167,0.1,0.1,3,0
68,178,0.1,0.1,3,0
69,160,0.1,0.1,3,0
70,122,0.1,0.1,3,0
0,0,0.1,0.1,3,1
1,0,0.1,0.1,3,1
2,0,0.1,0.1,3,1
3,3,0.1,0.1,3,1
4,1,0.1,0.1,3,1
5,5,0.1,0.1,3,1
6,2,0.1,0.1,3,1
7,5,0.1,0.1,3,1
8,5,0.1,0.1,3,1
9,3,0.1,0.1,3,1
10,6,0.1,0.1,3,1
11,16,0.1,0.1,3,1
12,11,0.1,0.1,3,1
13,4,0.1,0.1,3,1
14,7,0.1,0.1,3,1
15,16,0.1,0.1,3,1
16,11,0.1,0.1,3,1
17,8,0.1,0.1,3,1
18,9,0.1,0.1,3,1
19,10,0.1,0.1,3,1
20,11,0.1,0.1,3,1
21,23,0.1,0.1,3,1
22,16,0.1,0.1,3,1
23,9,0.1,0.1,3,1
24,21,0.1,0.1,3,1
25,17,0.1,0.1,3,1
26,25,0.1,0.1,3,1
27,28,0.1,0.1,3,1
28,31,0.1,0.1,3,1
29,33,0.1,0.1,3,1
30,29,0.1,0.1,3,1
31,34,0.1,0.1,3,1
32,39,0.1,0.1,3,1
33,56,0.1,0.1,3,1
34,47,0.1,0.1,3,1
35,51,0.1,0.1,3,1
36,49,0.1,0.1,3,1
37,68,0.1,0.1,3,1
38,71,0.1,0.1,3,1
39,67,0.1,0.1,3,1
40,77,0.1,0.1,3,1
41,98,0.1,0.1,3,1
42,108,0.1,0.1,3,1
43,126,0.1,0.1,3,1
44,98,0.1,0.1,3,1
45,116,0.1,0.1,3,1
46,138,0.1,0.1,3,1
47,108,0.1,0.1,3,1
48,146,0.1,0.1,3,1
49,160,0.1,0.1,3,1
50,139,0.1,0.1,3,1
51,165,0.1,0.1,3,1
52,177,0.1,0.1,3,1
53,156,0.1,0.1,3,1
54,150,0.1,0.1,3,1
55,164,0.1,0.1,3,1
56,160,0.1,0.1,3,1
57,154,0.1,0.1,3,1
58,201,0.1,0.1,3,1
59,189,0.1,0.1,3,1
60,172,0.1,0.1,3,1
61,157,0.1,0.1,3,1
62,189,0.1,0.1,3,1
63,173,0.1,0.1,3,1
64,162,0.1,0.1,3,1
65,180,0.1,0.1,3,1
66,168,0.1,0.1,3,1
67,167,0.1,0.1,3,1
68,178,0.1,0.1,3,1
69,160,0.1,0.1,3,1
70,122,0.1,0.1,3,1
0,0,0.1,0.1,3,2
1,0,0.1,0.1,3,2
2,0,0.1,0.1,3,2
3,3,0.1,0.1,3,2
4,1,0.1,0.1,3,2
5,5,0.1,0.1,3,2
6,2,0.1,0.1,3,2
7,5,0.1,0.1,3,2
8,5,0.1,0.1,3,2
9,3,0.1,0.1,3,2
10,6,0.1,0.1,3,2
11,16,0.1,0.1,3,2
12,11,0.1,0.1,3,2
13,4,0.1,0.1,3,2
14,7,0.1,0.1,3,2
15,16,0.1,0.1,3,2
16,11,0.1,0.1,3,2
17,8,0.1,0.1,3,2
18,9,0.1,0.1,3,2
19,10,0.1,0.1,3,2
20,11,0.1,0.1,3,2
21,23,0.1,0.1,3,2
22,16,0.1,0.1,3,2
23,9,0.1,0.1,3,2
24,21,0.1,0.1,3,2
25,17,0.1,0.1,3,2
26,25,0.1,0.1,3,2
27,28,0.1,0.1,3,2
28,31,0.1,0.1,3,2
29,33,0.1,0.1,3,2
30,29,0.1,0.1,3,2
31,34,0.1,0.1,3,2
32,39,0.1,0.1,3,2
33,56,0.1,0.1,3,2
34,47,0.1,0.1,3,2
35,51,0.1,0.1,3,2
36,49,0.1,0.1,3,2
37,68,0.1,0.1,3,2
38,71,0.1,0.1,3,2
39,67,0.1,0.1,3,2
40,77,0.1,0.1,3,2
41,98,0.1,0.1,3,2
42,108,0.1,0.1,3,2
43,126,0.1,0.1,3,2
44,98,0.1,0.1,3,2
45,116,0.1,0.1,3,2
46,138,0.1,0.1,3,2
47,108,0.1,0.1,3,2
48,146,0.1,0.1,3,2
49,160,0.1,0.1,3,2
50,139,0.1,0.1,3,2
51,165,0.1,0.1,3,2
52,177,0.1,0.1,3,2
53,156,0.1,0.1,3,2
54,150,0.1,0.1,3,2
55,164,0.1,0.1,3,2
56,160,0.1,0.1,3,2
57,154,0.1,0.1,3,2
58,201,0.1,0.1,3,2
59,189,0.1,0.1,3,2
60,172,0.1,0.1,3,2
61,157,0.1,0.1,3,2
62,189,0.1,0.1,3,2
63,173,0.1,0.1,3,2
64,162,0.1,0.1,3,2
65,180,0.1,0.1,3,2
66,168,0.1,0.1,3,2
67,167,0.1,0.1,3,2
68,178,0.1,0.1,3,2
69,160,0.1,0.1,3,2
70,122,0.1,0.1,3,2
0,0,0.1,0.1,3,3
1,0,0.1,0.1,3,3
2,0,0.1,0.1,3,3
3,3,0.1,0.1,3,3
4,1,0.1,0.1,3,3
5,5,0.1,0.1,3,3
6,2,0.1,0.1,3,3
7,5,0.1,0.1,3,3
8,5,0.1,0.1,3,3
9,3,0.1,0.1,3,3
10,6,0.1,0.1,3,3
11,16,0.1,0.1,3,3
12,11,0.1,0.1,3,3
13,4,0.1,0.1,3,3
14,7,0.1,0.1,3,3
15,16,0.1,0.1,3,3
16,11,0.1,0.1,3,3
17,8,0.1,0.1,3,3
18,9,0.1,0.1,3,3
19,10,0.1,0.1,3,3
20,11,0.1,0.1,3,3
21,23,0.1,0.1,3,3
22,16,0.1,0.1,3,3
23,9,0.1,0.1,3,3
24,21,0.1,0.1,3,3
25,17,0.1,0.1,3,3
26,25,0.1,0.1,3,3
27,28,0.1,0.1,3,3
28,31,0.1,0.1,3,3
29,33,0.1,0.1,3,3
30,29,0.1,0.1,3,3
31,34,0.1,0.1,3,3
32,39,0.1,0.1,3,3
33,56,0.1,0.1,3,3
34,47,0.1,0.1,3,3
35,51,0.1,0.1,3,3
36,49,0.1,0.1,3,3
37,68,0.1,0.1,3,3
38,71,0.1,0.1,3,3
39,67,0.1,0.1,3,3
40,77,0.1,0.1,3,3
41,98,0.1,0.1,3,3
42,108,0.1,0.1,3,3
43,126,0.1,0.1,3,3
44,98,0.1,0.1,3,3
45,116,0.1,0.1,3,3
46,138,0.1,0.1,3,3
47,108,0.1,0.1,3,3
48,146,0.1,0.1,3,3
49,160,0.1,0.1,3,3
50,139,0.1,0.1,3,3
51,165,0.1,0.1,3,3
52,177,0.1,0.1,3,3
53,156,0.1,0.1,3,3
54,150,0.1,0.1,3,3
55,164,0.1,0.1,3,3
56,160,0.1,0.1,3,3
57,154,0.1,0.1,3,3
58,201,0.1,0.1,3,3
59,189,0.1,0.1,3,3
60,172,0.1,0.1,3,3
61,157,0.1,0.1,3,3
62,189,0.1,0.1,3,3
63,173,0.1,0.1,3,3
64,162,0.1,0.1,3,3
65,180,0.1,0.1,3,3
66,168,0.1,0.1,3,3
67,167,0.1,0.1,3,3
68,178,0.1,0.1,3,3
69,160,0.1,0.1,3,3
70,122,0.1,0.1,3,3
0,0,0.1,0.1,3,4
1,0,0.1,0.1,3,4
2,0,0.1,0.1,3,4
3,3,0.1,0.1,3,4
4,1,0.1,0.1,3,4
5,5,0.1,0.1,3,4
6,2,0.1,0.1,3,4
7,5,0.1,0.1,3,4
8,5,0.1,0.1,3,4
9,3,0.1,0.1,3,4
10,6,0.1,0.1,3,4
11,16,0.1,0.1,3,4
12,11,0.1,0.1,3,4
13,4,0.1,0.1,3,4
14,7,0.1,0.1,3,4
15,16,0.1,0.1,3,4
16,11,0.1,0.1,3,4
17,8,0.1,0.1,3,4
18,9,0.1,0.1,3,4
19,10,0.1,0.1,3,4
20,11,0.1,0.1,3,4
21,23,0.1,0.1,3,4
22,16,0.1,0.1,3,4
23,9,0.1,0.1,3,4
24,21,0.1,0.1,3,4
25,17,0.1,0.1,3,4
26,25,0.1,0.1,3,4
27,28,0.1,0.1,3,4
28,31,0.1,0.1,3,4
29,33,0.1,0.1,3,4
30,29,0.1,0.1,3,4
31,34,0.1,0.1,3,4
32,39,0.1,0.1,3,4
33,56,0.1,0.1,3,4
34,47,0.1,0.1,3,4
35,51,0.1,0.1,3,4
36,49,0.1,0.1,3,4
37,68,0.1,0.1,3,4
38,71,0.1,0.1,3,4
39,67,0.1,0.1,3,4
40,77,0.1,0.1,3,4
41,98,0.1,0.1,3,4
42,108,0.1,0.1,3,4
43,126,0.1,0.1,3,4
44,98,0.1,0.1,3,4
45,116,0.1,0.1,3,4
46,138,0.1,0.1,3,4
47,108,0.1,0.1,3,4
48,146,0.1,0.1,3,4
49,160,0.1,0.1,3,4
50,139,0.1,0.1,3,4
51,165,0.1,0.1,3,4
52,177,0.1,0.1,3,4
53,156,0.1,0.1,3,4
54,150,0.1,0.1,3,4
55,164,0.1,0.1,3,4
56,160,0.1,0.1,3,4
57,154,0.1,0.1,3,4
58,201,0.1,0.1,3,4
59,189,0.1,0.1,3,4
60,172,0.1,0.1,3,4
61,157,0.1,0.1,3,4
62,189,0.1,0.1,3,4
63,173,0.1,0.1,3,4
64,162,0.1,0.1,3,4
65,180,0.1,0.1,3,4
66,168,0.1,0.1,3,4
67,167,0.1,0.1,3,4
68,178,0.1,0.1,3,4
69,160,0.1,0.1,3,4
70,122,0.1,0.1,3,4
0,0,0.1,0.30000000000000004,1,0
1,0,0.1,0.30000000000000004,1,0
2,0,0.1,0.30000000000000004,1,0
3,3,0.1,0.30000000000000004,1,0
4,1,0.1,0.30000000000000004,1,0
5,5,0.1,0.30000000000000004,1,0
6,2,0.1,0.30000000000000004,1,0
7,5,0.1,0.30000000000000004,1,0
8,5,0.1,0.30000000000000004,1,0
9,3,0.1,0.30000000000000004,1,0
10,6,0.1,0.30000000000000004,1,0
11,10,0.1,0.30000000000000004,1,0
12,9,0.1,0.30000000000000004,1,0
13,8,0.1,0.30000000000000004,1,0
14,7,0.1,0.30000000000000004,1,0
15,9,0.1,0.30000000000000004,1,0
16,17,0.1,0.30000000000000004,1,0
17,16,0.1,0.30000000000000004,1,0
18,20,0.1,0.30000000000000004,1,0
19,15,0.1,0.30000000000000004,1,0
20,12,0.1,0.30000000000000004,1,0
21,22,0.1,0.30000000000000004,1,0
22,19,0.1,0.30000000000000004,1,0
23,31,0.1,0.30000000000000004,1,0
24,28,0.1,0.30000000000000004,1,0
25,23,0.1,0.30000000000000004,1,0
26,37,0.1,0.30000000000000004,1,0
27,35,0.1,0.30000000000000004,1,0
28,37,0.1,0.30000000000000004,1,0
29,38,0.1,0.30000000000000004,1,0
30,50,0.1,0.30000000000000004,1,0
31,46,0.1,0.30000000000000004,1,0
32,60,0.1,0.30000000000000004,1,0
33,69,0.1,0.30000000000000004,1,0
34,54,0.1,0.30000000000000004,1,0
35,69,0.1,0.30000000000000004,1,0
36,68,0.1,0.30000000000000004,1,0
37,70,0.1,0.30000000000000004,1,0
38,83,0.1,0.30000000000000004,1,0
39,78,0.1,0.30000000000000004,1,0
40,68,0.1,0.30000000000000004,1,0
41,86,0.1,0.30000000000000004,1,0
42,103,0.1,0.30000000000000004,1,0
43,98,0.1,0.30000000000000004,1,0
44,85,0.1,0.30000000000000004,1,0
45,106,0.1,0.30000000000000004,1,0
46,100,0.1,0.30000000000000004,1,0
47,93,0.1,0.30000000000000004,1,0
48,119,0.1,0.30000000000000004,1,0
49,126,0.1,0.30000000000000004,1,0
50,109,0.1,0.30000000000000004,1,0
51,95,0.1,0.30000000000000004,1,0
52,113,0.1,0.30000000000000004,1,0
53,135,0.1,0.30000000000000004,1,0
54,105,0.1,0.30000000000000004,1,0
55,141,0.1,0.30000000000000004,1,0
56,118,0.1,0.30000000000000004,1,0
57,125,0.1,0.30000000000000004,1,0
58,128,0.1,0.30000000000000004,1,0
59,107,0.1,0.30000000000000004,1,0
60,91,0.1,0.30000000000000004,1,0
61,117,0.1,0.30000000000000004,1,0
62,124,0.1,0.30000000000000004,1,0
63,119,0.1,0.30000000000000004,1,0
64,100,0.1,0.30000000000000004,1,0
65,105,0.1,0.30000000000000004,1,0
66,93,0.1,0.30000000000000004,1,0
67,98,0.1,0.30000000000000004,1,0
68,107,0.1,0.30000000000000004,1,0
69,80,0.1,0.30000000000000004,1,0
70,79,0.1,0.30000000000000004,1,0
0,0,0.1,0.30000000000000004,1,1
1,0,0.1,0.30000000000000004,1,1
2,0,0.1,0.30000000000000004,1,1
3,3,0.1,0.30000000000000004,1,1
4,1,0.1,0.30000000000000004,1,1
5,5,0.1,0.30000000000000004,1,1
6,2,0.1,0.30000000000000004,1,1
7,5,0.1,0.30000000000000004,1,1
8,5,0.1,0.30000000000000004,1,1
9,3,0.1,0.30000000000000004,1,1
10,6,0.1,0.30000000000000004,1,1
11,10,0.1,0.30000000000000004,1,1
12,9,0.1,0.30000000000000004,1,1
13,8,0.1,0.30000000000000004,1,1
14,7,0.1,0.30000000000000004,1,1
15,9,0.1,0.30000000000000004,1,1
16,17,0.1,0.30000000000000004,1,1
17,16,0.1,0.30000000000000004,1,1
18,20,0.1,0.30000000000000004,1,1
19,15,0.1,0.30000000000000004,1,1
20,12,0.1,0.30000000000000004,1,1
21,22,0.1,0.30000000000000004,1,1
22,19,0.1,0.30000000000000004,1,1
23,31,0.1,0.30000000000000004,1,1
24,28,0.1,0.30000000000000004,1,1
25,23,0.1,0.30000000000000004,1,1
26,37,0.1,0.30000000000000004,1,1
27,35,0.1,0.30000000000000004,1,1
28,37,0.1,0.30000000000000004,1,1
29,38,0.1,0.30000000000000004,1,1
30,50,0.1,0.30000000000000004,1,1
31,46,0.1,0.30000000000000004,1,1
32,60,0.1,0.30000000000000004,1,1
33,69,0.1,0.30000000000000004,1,1
34,54,0.1,0.30000000000000004,1,1
35,69,0.1,0.30000000000000004,1,1
36,68,0.1,0.30000000000000004,1,1
37,70,0.1,0.30000000000000004,1,1
38,83,0.1,0.30000000000000004,1,1
39,78,0.1,0.30000000000000004,1,1
40,68,0.1,0.30000000000000004,1,1
41,86,0.1,0.30000000000000004,1,1
42,103,0.1,0.30000000000000004,1,1
43,98,0.1,0.30000000000000004,1,1
44,85,0.1,0.30000000000000004,1,1
45,106,0.1,0.30000000000000004,1,1
46,100,0.1,0.30000000000000004,1,1
47,93,0.1,0.30000000000000004,1,1
48,119,0.1,0.30000000000000004,1,1
49,126,0.1,0.30000000000000004,1,1
50,109,0.1,0.30000000000000004,1,1
51,95,0.1,0.30000000000000004,1,1
52,113,0.1,0.30000000000000004,1,1
